trans_id,transaction_total,customer_id,time_of_day
trans5491,19.77,1620,19:26:31
trans5492,17.23,664,15:12:14
trans5493,18.52,78,10:34:04
trans5494,24.5,895,09:09:31
trans5495,14.0,533,12:58:34
trans5496,10.6,84,17:22:41
trans5497,10.77,342,10:49:15
trans5498,19.77,2257,15:30:07
trans5499,21.0,1302,14:45:11
trans5500,22.0,70,17:26:12
trans5501,26.77,2246,16:46:50
trans5502,17.54,2243,18:56:41
trans5503,20.35,1176,13:04:51
trans5504,19.27,301,18:30:36
trans5505,16.5,120,19:15:17
trans5506,17.77,276,10:06:38
trans5507,17.5,1295,19:22:59
trans5508,21.25,841,09:30:17
trans5509,14.5,1878,19:32:31
trans5510,6.75,188,14:10:48
trans5511,26.54,2432,13:52:22
trans5512,28.23,1999,17:13:12
trans5513,19.869999999999997,1580,18:58:54
trans5514,10.75,2366,12:37:55
trans5515,10.5,1872,09:04:56
trans5516,11.5,480,09:28:56
trans5517,22.27,496,16:35:20
trans5518,33.5,876,18:43:48
trans5519,17.27,257,15:43:28
trans5520,22.27,727,11:52:36
trans5521,11.0,945,10:36:12
trans5522,14.6,225,14:42:34
trans5523,15.87,868,09:44:28
trans5524,18.5,1620,14:23:42
trans5525,24.619999999999997,1212,14:54:34
trans5526,16.5,971,17:35:22
trans5527,7.77,364,09:18:55
trans5528,21.0,726,10:14:09
trans5529,29.5,482,11:31:18
trans5530,31.52,704,09:39:34
trans5531,16.77,2453,09:02:31
trans5532,14.75,963,18:30:52
trans5533,21.27,423,19:35:09
trans5534,11.62,356,19:40:03
trans5535,7.0,464,13:02:01
trans5536,15.73,2269,14:58:17
trans5537,26.89,879,17:57:32
trans5538,14.889999999999999,1643,17:24:49
trans5539,8.5,1231,17:56:56
trans5540,33.12,1511,10:21:34
trans5541,28.0,2066,15:20:57
trans5542,16.25,99,11:29:01
trans5543,20.1,2049,13:06:33
trans5544,23.119999999999997,2246,19:57:18
trans5545,19.77,714,14:43:12
trans5546,18.0,799,19:35:10
trans5547,27.35,1680,16:34:16
trans5548,26.0,2330,17:33:30
trans5549,22.0,1501,12:24:33
trans5550,18.0,720,14:49:00
trans5551,25.39,2033,15:32:05
trans5552,22.5,1543,17:18:41
trans5553,25.27,1514,15:47:29
trans5554,19.0,846,16:28:06
trans5555,32.5,1911,17:12:16
trans5556,26.25,894,16:36:10
trans5557,28.0,2139,11:37:27
trans5558,16.77,1114,10:55:16
trans5559,22.0,1201,11:17:14
trans5560,24.509999999999998,2425,12:56:20
trans5561,10.0,752,09:40:54
trans5562,21.869999999999997,865,19:17:13
trans5563,22.73,1045,18:19:17
trans5564,14.0,2097,19:54:50
trans5565,26.5,1118,12:41:23
trans5566,20.0,1371,09:28:04
trans5567,35.5,1759,15:02:24
trans5568,19.0,1071,16:12:50
trans5569,16.0,1289,11:18:01
trans5570,31.39,1225,12:25:02
trans5571,24.85,314,15:46:58
trans5572,10.0,2151,14:52:09
trans5573,26.0,1317,13:00:41
trans5574,35.0,2408,09:47:43
trans5575,16.52,1990,11:55:08
trans5576,11.6,361,17:21:05
trans5577,30.89,1039,11:50:39
trans5578,23.75,509,11:59:21
trans5579,16.0,584,15:27:01
trans5580,23.119999999999997,1549,16:30:36
trans5581,22.71,129,19:46:01
trans5582,22.0,76,15:14:32
trans5583,11.77,1907,19:43:01
trans5584,21.89,519,09:13:51
trans5585,18.0,564,12:24:59
trans5586,14.73,639,17:18:23
trans5587,16.04,840,13:13:39
trans5588,23.0,1778,09:44:34
trans5589,14.389999999999999,994,16:35:53
trans5590,13.77,274,16:49:43
trans5591,14.37,1479,17:18:24
trans5592,7.0,1061,13:59:05
trans5593,23.85,327,14:02:41
trans5594,9.25,1322,09:48:20
trans5595,20.119999999999997,2157,19:25:51
trans5596,8.0,1398,11:51:31
trans5597,23.27,0,17:23:22
trans5598,18.77,352,18:34:23
trans5599,20.27,586,15:58:50
trans5600,26.5,1058,18:22:12
trans5601,24.5,2214,18:35:45
trans5602,26.119999999999997,2289,10:06:49
trans5603,17.25,970,13:42:28
trans5604,23.25,2291,12:15:01
trans5605,23.04,125,14:33:38
trans5606,20.23,1752,17:02:46
trans5607,18.27,966,12:27:23
trans5608,25.02,39,17:29:49
trans5609,29.73,2135,11:19:42
trans5610,25.27,1019,19:43:23
trans5611,31.1,2182,09:16:56
trans5612,18.27,1977,10:10:42
trans5613,21.0,1236,17:50:09
trans5614,18.5,870,16:06:39
trans5615,19.62,845,19:52:59
trans5616,24.77,88,18:46:35
trans5617,27.79,1901,14:05:47
trans5618,12.75,613,12:29:14
trans5619,16.0,2265,10:32:59
trans5620,20.0,1812,16:03:59
trans5621,19.27,221,14:41:06
trans5622,21.23,923,16:35:01
trans5623,11.0,603,18:48:38
trans5624,18.0,22,09:43:11
trans5625,18.62,1195,19:02:21
trans5626,17.39,1402,19:37:59
trans5627,32.12,1128,14:19:31
trans5628,17.73,1020,17:00:36
trans5629,30.35,788,19:37:34
trans5630,22.75,1039,13:27:23
trans5631,24.83,2087,16:04:13
trans5632,16.23,2409,15:31:22
trans5633,20.77,1628,11:34:13
trans5634,21.5,2390,14:44:31
trans5635,21.39,2097,14:23:07
trans5636,23.66,1165,15:35:40
trans5637,12.02,1656,15:10:38
trans5638,19.27,101,19:08:14
trans5639,11.0,1977,14:44:56
trans5640,23.6,1310,09:40:09
trans5641,13.0,600,18:57:43
trans5642,14.27,1643,12:32:53
trans5643,5.5,1396,16:09:30
trans5644,16.0,2132,17:37:16
trans5645,26.77,536,19:04:08
trans5646,22.5,1917,18:54:09
trans5647,20.02,630,19:42:54
trans5648,26.25,1134,10:14:10
trans5649,20.5,2498,11:57:10
trans5650,14.52,1227,15:55:22
trans5651,25.369999999999997,2169,11:15:26
trans5652,20.5,502,19:31:10
trans5653,15.0,793,11:38:25
trans5654,21.0,1125,10:39:54
trans5655,35.62,1575,14:01:16
trans5656,23.5,274,17:13:45
trans5657,24.73,1673,10:52:44
trans5658,12.6,2371,12:38:58
trans5659,12.5,818,09:45:19
trans5660,15.12,1998,18:30:43
trans5661,30.25,21,17:44:20
trans5662,14.77,841,16:03:32
trans5663,6.27,1383,14:25:37
trans5664,15.87,2156,11:00:05
trans5665,22.5,1585,14:51:30
trans5666,9.6,532,13:59:24
trans5667,18.48,1319,19:54:51
trans5668,11.5,2040,09:06:50
trans5669,16.5,2173,19:21:37
trans5670,9.5,757,12:47:31
trans5671,13.77,838,18:29:03
trans5672,19.0,1388,09:02:25
trans5673,25.0,261,11:52:45
trans5674,22.27,1434,11:10:42
trans5675,17.1,325,09:07:15
trans5676,15.5,1367,12:22:53
trans5677,9.27,1,16:56:02
trans5678,18.5,809,10:39:39
trans5679,38.230000000000004,696,17:19:23
trans5680,22.619999999999997,1398,09:13:56
trans5681,18.0,2220,15:47:34
trans5682,23.0,2339,16:38:44
trans5683,17.39,1030,10:02:45
trans5684,14.27,45,16:53:44
trans5685,23.27,1301,12:13:58
trans5686,24.119999999999997,559,16:47:16
trans5687,26.5,783,18:44:25
trans5688,18.5,821,14:39:20
trans5689,18.77,1976,13:53:07
trans5690,15.25,2070,14:19:57
trans5691,7.0,1852,10:44:46
trans5692,20.73,1669,13:04:23
trans5693,7.0,1547,19:18:34
trans5694,29.5,760,12:58:45
trans5695,10.5,1409,12:30:22
trans5696,21.27,822,16:28:31
trans5697,12.77,1259,16:23:15
trans5698,16.12,743,11:55:07
trans5699,10.54,38,11:19:01
trans5700,21.0,1963,15:14:22
trans5701,17.5,597,16:05:27
trans5702,23.27,1070,16:17:14
trans5703,5.0,378,10:15:35
trans5704,19.54,510,14:56:48
trans5705,13.77,781,09:45:52
trans5706,20.54,1189,13:32:05
trans5707,9.6,2225,09:27:52
trans5708,28.48,916,10:43:52
trans5709,16.77,2087,18:52:40
trans5710,17.5,1811,11:17:01
trans5711,13.77,1516,17:34:19
trans5712,20.6,2256,19:49:44
trans5713,14.62,362,13:32:41
trans5714,16.869999999999997,1650,17:06:38
trans5715,9.27,371,13:56:14
trans5716,23.77,2013,15:55:44
trans5717,29.0,2037,16:20:05
trans5718,22.77,2232,09:45:53
trans5719,25.14,1978,14:43:33
trans5720,29.619999999999997,335,15:48:51
trans5721,13.02,153,14:22:01
trans5722,19.0,551,10:15:53
trans5723,30.52,872,15:46:37
trans5724,27.619999999999997,1613,16:37:35
trans5725,15.04,683,19:19:03
trans5726,24.0,1813,13:39:27
trans5727,29.119999999999997,1087,11:22:12
trans5728,17.75,2034,10:01:04
trans5729,20.02,2482,13:51:51
trans5730,14.23,811,10:04:10
trans5731,16.5,1990,09:16:44
trans5732,21.1,1528,13:38:35
trans5733,33.12,2019,14:29:25
trans5734,11.0,1571,18:29:52
trans5735,14.5,1948,11:11:58
trans5736,20.0,1543,15:23:12
trans5737,13.27,2331,11:17:37
trans5738,28.5,546,16:47:45
trans5739,17.1,1935,18:19:38
trans5740,20.23,2458,10:07:45
trans5741,19.27,702,19:55:20
trans5742,24.27,1596,12:56:46
trans5743,5.0,2433,15:41:47
trans5744,24.5,1439,10:25:39
trans5745,19.27,1435,11:35:31
trans5746,23.5,605,14:43:12
trans5747,13.5,787,18:02:24
trans5748,28.27,1248,13:11:25
trans5749,20.52,1942,14:23:24
trans5750,20.77,2266,17:00:40
trans5751,16.619999999999997,1320,18:10:32
trans5752,31.54,628,12:01:00
trans5753,19.1,1499,17:10:02
trans5754,20.869999999999997,704,12:23:16
trans5755,20.619999999999997,1183,14:43:35
trans5756,25.23,137,16:29:14
trans5757,28.5,351,14:58:55
trans5758,11.77,1788,12:00:41
trans5759,20.73,243,13:49:50
trans5760,6.5,2382,19:56:57
trans5761,24.77,28,18:46:41
trans5762,25.5,235,09:23:52
trans5763,21.25,2131,16:05:35
trans5764,12.0,2334,19:25:59
trans5765,22.77,581,12:57:34
trans5766,31.64,1677,09:01:24
trans5767,19.77,1727,11:08:55
trans5768,26.369999999999997,1145,13:44:24
trans5769,20.39,1317,10:54:54
trans5770,21.0,2255,09:01:06
trans5771,19.0,1846,16:51:54
trans5772,22.6,1071,10:43:15
trans5773,13.6,362,18:50:55
trans5774,23.97,1580,19:17:15
trans5775,35.5,2407,14:24:09
trans5776,18.39,1355,11:50:24
trans5777,15.12,381,14:53:07
trans5778,30.89,1952,11:13:24
trans5779,20.77,378,17:54:02
trans5780,21.89,1960,16:53:42
trans5781,22.0,1479,15:05:53
trans5782,5.5,184,11:49:57
trans5783,17.77,1487,17:27:21
trans5784,5.25,2367,12:13:45
trans5785,18.0,19,18:34:41
trans5786,22.39,931,09:00:32
trans5787,19.5,563,11:31:39
trans5788,20.0,2147,12:34:59
trans5789,8.0,343,18:12:17
trans5790,11.0,1939,09:26:23
trans5791,19.77,666,15:11:11
trans5792,22.27,2238,10:39:11
trans5793,12.27,52,15:14:04
trans5794,21.0,1316,18:40:31
trans5795,23.869999999999997,1219,16:50:43
trans5796,23.0,322,10:45:24
trans5797,16.5,1443,16:38:47
trans5798,16.77,1593,15:29:43
trans5799,9.77,2494,16:14:55
trans5800,25.99,1570,11:31:13
trans5801,5.77,132,14:19:07
trans5802,9.77,539,17:23:29
trans5803,16.0,630,19:00:40
trans5804,17.2,412,16:16:26
trans5805,35.39,1347,10:24:32
trans5806,18.5,180,09:28:02
trans5807,21.73,1644,18:21:41
trans5808,19.0,726,09:00:14
trans5809,32.12,318,10:17:27
trans5810,21.77,1147,18:42:34
trans5811,22.1,2095,11:29:07
trans5812,35.25,2447,17:16:13
trans5813,21.5,1713,15:51:14
trans5814,34.269999999999996,1832,18:15:02
trans5815,29.04,1673,16:21:23
trans5816,31.73,1859,12:10:03
trans5817,13.27,598,10:45:14
trans5818,25.27,758,11:15:32
trans5819,17.25,332,18:46:47
trans5820,21.5,43,16:43:29
trans5821,25.39,2219,19:03:23
trans5822,17.5,2448,10:27:35
trans5823,33.5,2168,15:55:53
trans5824,13.5,1089,11:40:06
trans5825,17.0,306,14:27:49
trans5826,27.27,802,17:52:22
trans5827,21.27,560,17:01:45
trans5828,22.5,1133,12:45:48
trans5829,16.25,1245,18:21:06
trans5830,15.77,1354,17:31:05
trans5831,25.5,996,11:51:20
trans5832,19.5,94,12:33:31
trans5833,12.0,2256,16:50:22
trans5834,18.5,1390,18:11:00
trans5835,22.5,2115,17:26:40
trans5836,15.77,1030,11:42:51
trans5837,29.27,1309,15:51:02
trans5838,26.27,8,16:58:11
trans5839,20.75,212,19:27:11
trans5840,33.78,1765,09:37:18
trans5841,17.64,258,14:51:30
trans5842,15.389999999999999,1286,13:06:20
trans5843,24.04,1720,09:48:40
trans5844,29.5,736,09:51:24
trans5845,16.62,1111,12:20:16
trans5846,13.5,1505,09:32:33
trans5847,25.5,747,12:35:56
trans5848,22.89,1233,15:03:31
trans5849,26.0,1129,17:44:36
trans5850,28.25,268,16:17:41
trans5851,26.619999999999997,2116,15:46:17
trans5852,31.619999999999997,1947,16:27:28
trans5853,32.14,1228,18:17:32
trans5854,23.39,2126,15:23:38
trans5855,17.48,1633,12:54:31
trans5856,27.6,723,16:42:03
trans5857,14.0,2138,13:31:24
trans5858,20.77,1271,15:41:45
trans5859,26.6,1431,18:16:36
trans5860,26.1,1999,09:13:09
trans5861,14.77,1423,12:31:12
trans5862,12.5,350,19:58:27
trans5863,29.25,2327,10:15:33
trans5864,15.27,2178,17:58:39
trans5865,23.73,2499,15:11:19
trans5866,17.77,783,10:04:16
trans5867,16.25,211,13:00:12
trans5868,22.0,291,14:39:36
trans5869,19.27,1131,11:40:38
trans5870,18.77,1775,12:33:02
trans5871,7.5,1684,11:08:13
trans5872,20.27,1752,10:13:01
trans5873,26.54,2292,17:53:52
trans5874,22.0,1849,12:25:06
trans5875,26.5,93,15:48:55
trans5876,13.0,661,17:37:20
trans5877,28.369999999999997,2353,18:46:01
trans5878,17.02,1622,13:17:53
trans5879,29.6,2231,10:14:52
trans5880,30.5,2032,18:31:28
trans5881,24.02,1737,10:50:53
trans5882,23.73,689,19:43:30
trans5883,8.0,1567,12:22:13
trans5884,12.77,1796,19:23:08
trans5885,20.7,348,12:12:14
trans5886,18.0,2039,10:14:40
trans5887,24.619999999999997,2259,12:36:49
trans5888,31.27,1410,16:03:03
trans5889,29.77,1706,11:27:35
trans5890,21.02,720,11:05:40
trans5891,14.5,1982,16:03:25
trans5892,23.04,470,15:18:03
trans5893,10.5,763,16:00:34
trans5894,11.0,222,11:43:34
trans5895,15.0,389,13:49:58
trans5896,29.119999999999997,30,10:39:40
trans5897,13.27,675,18:12:11
trans5898,16.87,2254,09:38:11
trans5899,23.119999999999997,1081,11:22:21
trans5900,20.0,2463,16:24:20
trans5901,17.25,646,09:20:19
trans5902,20.27,1462,15:33:33
trans5903,31.48,1210,16:58:58
trans5904,14.77,220,09:34:39
trans5905,15.27,900,19:36:33
trans5906,20.52,1033,10:56:08
trans5907,17.0,471,13:49:31
trans5908,30.27,1321,16:55:57
trans5909,8.0,1623,19:26:27
trans5910,7.6,2034,14:28:28
trans5911,27.89,2145,15:20:56
trans5912,10.75,1166,19:26:42
trans5913,15.0,182,15:12:36
trans5914,11.0,788,15:48:41
trans5915,20.0,1985,11:50:37
trans5916,20.77,2325,09:37:55
trans5917,25.77,1457,13:08:40
trans5918,18.5,1063,13:31:05
trans5919,34.5,1967,15:00:13
trans5920,23.5,1399,17:58:14
trans5921,23.25,1259,17:48:50
trans5922,18.5,141,17:21:30
trans5923,16.27,126,14:38:32
trans5924,23.89,1367,17:04:49
trans5925,10.02,755,15:47:08
trans5926,19.37,1769,14:52:16
trans5927,23.5,160,10:43:46
trans5928,18.77,1336,16:15:01
trans5929,22.5,332,16:17:17
trans5930,17.77,1880,15:52:56
trans5931,19.1,1007,13:58:41
trans5932,18.77,413,16:38:46
trans5933,23.5,1969,10:05:08
trans5934,17.27,58,16:31:13
trans5935,14.0,1567,11:13:59
trans5936,21.5,504,13:27:12
trans5937,8.77,2405,19:01:33
trans5938,23.77,466,10:10:35
trans5939,25.0,2376,15:18:32
trans5940,23.0,1295,13:08:32
trans5941,17.0,462,18:25:47
trans5942,22.6,1295,14:20:36
trans5943,22.619999999999997,536,09:16:56
trans5944,34.0,824,14:25:43
trans5945,20.27,1644,09:36:27
trans5946,21.25,870,10:15:26
trans5947,18.0,1427,19:22:47
trans5948,12.77,428,11:38:28
trans5949,22.62,374,19:44:26
trans5950,17.02,906,09:20:10
trans5951,29.0,1909,14:19:59
trans5952,31.73,1929,17:01:19
trans5953,30.0,2266,18:15:33
trans5954,18.75,1854,15:56:53
trans5955,14.77,347,15:03:23
trans5956,23.0,1093,18:48:31
trans5957,19.0,1211,13:06:58
trans5958,11.0,1290,18:46:18
trans5959,22.27,148,10:33:06
trans5960,10.77,1428,13:40:06
trans5961,15.27,382,14:01:41
trans5962,32.39,12,12:16:30
trans5963,19.5,774,14:26:58
trans5964,24.27,564,13:46:37
trans5965,32.0,666,17:58:28
trans5966,24.39,2247,17:47:54
trans5967,17.0,1789,12:25:43
trans5968,26.0,1758,16:53:38
trans5969,28.77,1798,13:52:16
trans5970,26.77,849,15:20:45
trans5971,15.27,1305,09:34:21
trans5972,20.27,2279,16:56:17
trans5973,21.75,1428,10:14:19
trans5974,6.77,310,12:51:47
trans5975,14.77,622,10:27:22
trans5976,23.0,2477,10:21:42
trans5977,27.25,303,17:51:06
trans5978,14.5,1666,12:13:41
trans5979,15.77,243,12:15:36
trans5980,6.0,1278,16:16:59
trans5981,17.27,584,13:04:01
trans5982,21.54,1275,12:06:39
trans5983,31.27,2376,14:17:25
trans5984,19.39,1453,15:18:48
trans5985,20.77,1978,16:33:16
trans5986,18.27,2086,18:42:42
trans5987,24.52,2088,11:07:34
trans5988,15.77,1339,09:38:32
trans5989,14.77,501,18:19:02
trans5990,20.0,2294,19:32:59
trans5991,19.369999999999997,2397,11:36:08
trans5992,15.389999999999999,241,12:30:33
trans5993,16.5,1462,10:07:36
trans5994,17.5,497,18:25:21
trans5995,25.1,1008,14:17:19
trans5996,33.5,1302,14:55:07
trans5997,28.5,933,11:26:02
trans5998,17.5,1409,09:53:00
trans5999,26.5,2086,18:08:25
trans6000,16.5,2056,10:25:00
trans6001,27.74,2286,16:43:02
trans6002,20.119999999999997,2392,14:17:46
trans6003,19.77,117,17:05:53
trans6004,29.0,1958,15:01:32
trans6005,8.77,2027,14:30:03
trans6006,23.5,905,18:50:42
trans6007,10.37,1156,13:04:22
trans6008,27.869999999999997,1647,12:28:44
trans6009,20.0,2448,17:51:22
trans6010,33.04,1801,15:35:35
trans6011,14.0,2252,18:06:59
trans6012,14.0,1776,10:02:53
trans6013,18.27,845,14:36:02
trans6014,9.75,1932,15:48:25
trans6015,26.119999999999997,661,15:59:10
trans6016,23.54,2088,19:45:34
trans6017,35.730000000000004,1096,13:05:33
trans6018,13.75,409,17:16:03
trans6019,30.75,1484,17:23:18
trans6020,13.62,2384,15:54:10
trans6021,17.39,400,16:22:40
trans6022,13.27,1983,14:41:13
trans6023,17.77,336,12:05:42
trans6024,24.37,1759,18:34:29
trans6025,27.369999999999997,2016,18:37:52
trans6026,21.5,614,09:46:05
trans6027,13.62,1138,16:14:40
trans6028,21.5,487,18:49:39
trans6029,20.0,365,17:11:21
trans6030,17.369999999999997,523,19:22:53
trans6031,24.75,702,19:23:12
trans6032,16.27,1133,15:28:48
trans6033,26.5,1367,17:42:42
trans6034,15.27,2078,13:59:33
trans6035,30.5,1500,13:39:17
trans6036,23.25,747,14:25:18
trans6037,15.1,1283,12:33:13
trans6038,21.27,412,19:59:06
trans6039,24.0,1590,16:37:30
trans6040,16.1,1131,15:24:33
trans6041,10.77,2053,14:18:12
trans6042,20.77,2484,17:09:22
trans6043,16.77,1460,09:58:06
trans6044,13.77,880,17:49:51
trans6045,20.73,1310,10:50:54
trans6046,11.37,1342,18:46:10
trans6047,19.25,2247,15:00:57
trans6048,21.89,1680,09:40:51
trans6049,27.119999999999997,225,15:45:23
trans6050,19.0,76,13:11:38
trans6051,9.52,487,09:21:11
trans6052,27.27,179,14:27:23
trans6053,24.5,9,19:26:09
trans6054,12.0,1184,10:21:46
trans6055,20.119999999999997,1566,11:29:38
trans6056,31.5,2464,19:00:29
trans6057,24.89,890,15:46:54
trans6058,26.52,2467,16:17:45
trans6059,25.6,896,13:09:00
trans6060,24.369999999999997,2386,12:30:36
trans6061,28.89,1200,16:19:06
trans6062,28.77,31,10:20:05
trans6063,16.77,1956,15:54:32
trans6064,20.0,833,11:04:45
trans6065,30.52,150,18:46:20
trans6066,33.269999999999996,1698,18:00:47
trans6067,20.5,2031,10:16:46
trans6068,26.6,1921,17:38:50
trans6069,12.77,958,14:28:39
trans6070,27.5,537,19:59:47
trans6071,21.5,1177,16:08:56
trans6072,15.98,608,12:14:59
trans6073,17.5,1914,11:00:21
trans6074,23.77,2438,13:33:54
trans6075,15.27,1423,11:42:22
trans6076,16.27,815,15:47:47
trans6077,16.14,36,15:36:12
trans6078,26.89,372,11:53:41
trans6079,16.5,396,15:36:12
trans6080,19.73,1373,14:54:57
trans6081,20.75,1175,18:52:25
trans6082,10.0,320,09:58:07
trans6083,33.54,2217,12:32:07
trans6084,15.27,2026,15:28:15
trans6085,19.0,93,11:16:11
trans6086,26.5,1119,16:07:02
trans6087,16.23,2448,19:13:47
trans6088,15.12,1574,19:23:05
trans6089,13.0,761,16:39:32
trans6090,21.62,1824,17:14:06
trans6091,15.35,1675,17:21:51
trans6092,20.85,1976,14:14:42
trans6093,12.77,639,18:50:24
trans6094,32.5,1780,12:56:32
trans6095,18.77,787,11:21:21
trans6096,23.0,2091,19:25:12
trans6097,12.27,1434,11:33:05
trans6098,7.5,596,10:40:00
trans6099,21.369999999999997,374,17:50:48
trans6100,28.0,95,10:41:51
trans6101,10.1,514,11:40:11
trans6102,5.77,1766,14:17:22
trans6103,19.27,1436,18:57:20
trans6104,21.869999999999997,157,12:17:55
trans6105,17.27,1311,11:48:14
trans6106,27.5,353,13:08:21
trans6107,10.1,654,10:11:27
trans6108,16.5,1906,19:14:00
trans6109,13.27,1786,16:40:52
trans6110,20.75,1741,14:57:59
trans6111,20.6,2238,13:33:56
trans6112,21.89,2182,10:18:04
trans6113,11.5,1359,12:07:01
trans6114,20.27,912,16:56:16
trans6115,8.5,2316,09:46:56
trans6116,16.16,1914,16:33:27
trans6117,28.619999999999997,690,09:23:05
trans6118,17.0,2164,17:51:35
trans6119,20.27,843,09:46:54
trans6120,14.77,1824,14:45:24
trans6121,12.73,866,10:14:08
trans6122,7.02,1766,09:20:03
trans6123,23.77,1571,19:44:17
trans6124,26.39,1308,12:21:25
trans6125,18.89,10,13:25:07
trans6126,15.77,998,13:06:40
trans6127,23.25,2173,17:05:59
trans6128,13.0,735,11:45:34
trans6129,13.77,1233,13:37:01
trans6130,22.0,1799,10:31:34
trans6131,21.0,243,13:25:42
trans6132,23.89,588,19:26:48
trans6133,12.5,167,16:52:50
trans6134,11.5,1865,09:23:13
trans6135,20.119999999999997,2388,16:17:57
trans6136,27.52,1947,16:51:16
trans6137,31.77,1340,17:07:58
trans6138,16.02,1635,19:13:10
trans6139,2.5,73,11:26:13
trans6140,10.27,2353,12:36:43
trans6141,13.77,1063,15:12:23
trans6142,24.39,2238,14:49:58
trans6143,18.0,2417,13:16:53
trans6144,21.5,99,19:39:53
trans6145,23.0,510,19:29:25
trans6146,15.1,658,17:11:19
trans6147,6.5,2335,14:24:17
trans6148,25.14,2017,18:35:08
trans6149,7.77,2033,19:17:23
trans6150,24.0,977,17:31:22
trans6151,10.5,1901,09:52:53
trans6152,23.89,1359,09:48:23
trans6153,22.0,1441,10:47:53
trans6154,16.04,965,19:31:27
trans6155,14.0,349,14:01:26
trans6156,27.54,1635,15:52:30
trans6157,17.54,254,12:55:02
trans6158,13.04,16,09:38:18
trans6159,30.89,1108,12:24:10
trans6160,30.23,952,10:34:11
trans6161,9.27,720,13:06:27
trans6162,20.27,2004,09:43:26
trans6163,15.639999999999999,1088,19:44:57
trans6164,25.77,2029,15:33:44
trans6165,13.27,1266,15:01:01
trans6166,18.02,2426,15:41:24
trans6167,19.5,343,14:38:30
trans6168,19.119999999999997,1727,16:18:22
trans6169,29.5,83,12:02:05
trans6170,28.619999999999997,2102,09:15:08
trans6171,45.39,646,11:18:12
trans6172,17.0,731,12:18:15
trans6173,31.04,1141,15:21:19
trans6174,15.27,1078,16:43:26
trans6175,27.27,298,18:03:34
trans6176,23.0,1295,14:06:19
trans6177,16.5,1061,13:13:14
trans6178,22.0,1212,19:40:04
trans6179,24.52,2065,09:59:08
trans6180,14.5,1905,10:34:37
trans6181,20.5,1019,10:25:41
trans6182,15.0,965,09:36:10
trans6183,27.009999999999998,587,09:38:20
trans6184,14.27,837,16:53:13
trans6185,37.019999999999996,850,11:47:48
trans6186,21.02,1613,10:39:11
trans6187,23.0,855,18:30:53
trans6188,19.23,2173,10:17:02
trans6189,12.27,1269,15:51:32
trans6190,23.5,1850,09:21:45
trans6191,17.27,2047,11:17:45
trans6192,23.27,553,18:32:29
trans6193,15.75,2340,18:38:14
trans6194,34.62,1993,13:24:26
trans6195,22.619999999999997,2192,09:02:01
trans6196,27.27,1885,10:00:37
trans6197,21.75,669,13:48:52
trans6198,10.27,2285,14:18:43
trans6199,32.5,970,12:42:48
trans6200,21.619999999999997,651,11:06:06
trans6201,18.5,2288,17:39:54
trans6202,23.6,2011,13:54:43
trans6203,22.77,2397,13:38:08
trans6204,26.27,2343,18:21:14
trans6205,27.1,2447,12:35:09
trans6206,26.5,1892,15:59:47
trans6207,34.0,120,17:55:49
trans6208,26.27,1519,09:31:53
trans6209,23.5,176,14:49:30
trans6210,13.5,1283,15:41:59
trans6211,22.5,1546,19:50:21
trans6212,21.54,476,19:45:37
trans6213,15.27,2448,19:32:24
trans6214,14.1,1631,16:32:08
trans6215,19.5,1528,10:52:52
trans6216,26.0,840,18:35:29
trans6217,19.6,1475,15:01:35
trans6218,28.6,1097,15:03:16
trans6219,13.54,1351,10:56:07
trans6220,28.89,2174,11:01:44
trans6221,19.1,2194,09:12:42
trans6222,16.77,2085,14:55:54
trans6223,17.77,1972,09:56:18
trans6224,31.0,1113,14:57:59
trans6225,14.77,333,11:49:09
trans6226,27.77,2324,12:44:02
trans6227,12.77,975,12:55:12
trans6228,22.0,2130,17:48:34
trans6229,13.27,2196,14:20:47
trans6230,25.27,463,19:35:17
trans6231,12.5,2438,18:08:37
trans6232,17.14,337,13:13:04
trans6233,14.27,1987,14:54:18
trans6234,13.04,59,16:08:31
trans6235,25.619999999999997,197,09:49:50
trans6236,26.0,1368,14:57:53
trans6237,29.0,1468,10:51:56
trans6238,28.0,1537,19:33:49
trans6239,22.77,1917,10:56:27
trans6240,23.29,534,10:17:19
trans6241,14.12,745,11:03:21
trans6242,22.6,1231,17:01:05
trans6243,19.54,1749,17:40:32
trans6244,10.6,961,18:20:29
trans6245,20.54,1006,19:37:33
trans6246,14.0,1201,09:39:39
trans6247,20.25,2152,16:06:17
trans6248,5.5,1555,17:30:08
trans6249,33.019999999999996,1759,16:22:27
trans6250,20.0,718,10:59:38
trans6251,18.27,1886,16:16:42
trans6252,21.5,204,16:56:26
trans6253,11.25,1597,14:38:00
trans6254,17.5,1243,11:44:06
trans6255,35.5,154,14:14:59
trans6256,16.369999999999997,2131,19:35:56
trans6257,15.389999999999999,2221,14:10:05
trans6258,27.25,1177,15:41:50
trans6259,26.0,2425,11:44:06
trans6260,17.27,817,13:31:49
trans6261,22.23,341,10:27:09
trans6262,8.0,506,16:48:52
trans6263,23.0,1688,11:20:22
trans6264,16.77,806,19:13:27
trans6265,24.6,1355,11:37:45
trans6266,12.02,429,16:26:01
trans6267,20.5,1394,17:00:46
trans6268,14.04,1934,11:00:22
trans6269,21.77,1050,10:11:36
trans6270,22.77,1025,09:38:42
